charging_station_id,session_date,total_sessions,total_energy_kwh,avg_duration_minutes
Station_1,2024-01-04,1,33.07294950547435,88.17957521951871
Station_1,2024-02-03,1,74.82644569097782,83.91493267289046
Station_1,2024-02-18,1,45.36457787633022,33.84661351530226
Station_10,2024-01-01,1,23.824040473705303,50.89309606909825
Station_10,2024-01-18,1,27.04710323077237,66.57826339711488
Station_10,2024-01-20,1,72.54995630814713,21.595034455656343
Station_10,2024-02-01,1,47.19807479360746,171.68297673148908
Station_10,2024-02-08,1,16.376371083048106,51.83906976580048
Station_10,2024-02-16,1,67.45812734205117,52.39756462223503
Station_100,2024-01-15,1,71.91146876524706,173.19331813432103
Station_100,2024-02-13,1,10.039817806428031,78.17651815926733
Station_101,2024-01-07,1,40.24838259933458,218.12939397179144
Station_101,2024-01-08,1,65.83154346501938,222.33703329470765
Station_101,2024-01-31,1,6.0651617128073525,215.86593113401915
Station_103,2024-01-04,1,7.930901450146639,140.5437471317074
Station_103,2024-01-31,1,26.493008140946493,127.0322487365154
Station_103,2024-02-16,1,25.08836904191854,206.8428106471478
Station_104,2024-01-26,1,42.91893733882982,189.9237250959829
Station_104,2024-01-29,1,64.450811584597,239.93062505583708
Station_105,2024-01-04,1,79.81869447094793,156.38877774973886
Station_105,2024-01-31,1,16.827771594461893,164.32901664977362
Station_105,2024-02-02,1,13.587964735173609,211.02391419224
Station_106,2024-01-17,1,48.27254828512783,218.97469931994192
Station_106,2024-01-18,1,64.98220570964298,224.08552007114463
Station_106,2024-01-31,1,55.30273056094204,152.67396356797033
Station_106,2024-02-19,1,9.51652733339272,76.70220145752677
Station_107,2024-01-09,1,63.85425613845187,233.2380518160316
Station_107,2024-01-16,1,24.59962969556764,120.47165206529642
Station_107,2024-02-23,1,8.315805795177543,43.686119138413474
Station_108,2024-01-01,1,19.62910416772725,121.18590519536768
Station_108,2024-01-09,1,70.99471727287802,46.58150985505929
Station_108,2024-01-13,1,23.99396127242872,196.1725266146285
Station_108,2024-01-26,1,66.70523645325736,113.71321031756224
Station_108,2024-01-29,1,78.98357945200523,174.2442875265387
Station_108,2024-02-09,1,72.08924276832295,149.7698095022621
Station_108,2024-02-19,1,5.755524649492359,137.42680126905557
Station_108,2024-02-22,1,60.83110355266755,214.45136220910945
Station_109,2024-01-03,1,9.06588081544948,30.742690977677167
Station_109,2024-02-12,1,10.43167346455136,198.78974592490076
Station_109,2024-02-16,1,13.650698039870646,87.61295109262491
Station_11,2024-01-16,1,52.90446366869147,92.81736208256132
Station_11,2024-01-28,1,69.42235104080157,116.24201213936708
Station_110,2024-01-22,1,9.716946683936513,142.08581596330967
Station_110,2024-01-24,1,52.55689588098792,62.33747795826593
Station_112,2024-01-20,1,21.030519654584147,170.6650011514206
Station_112,2024-01-26,1,45.11780647869832,237.1622842652348
Station_114,2024-01-06,1,36.616568616352566,201.4808788054487
Station_114,2024-02-05,1,37.05562159282365,101.0023783201271
Station_115,2024-01-05,1,65.89318362199285,188.77503814656995
Station_116,2024-02-02,1,43.254517140810776,192.64586233461864
Station_117,2024-01-07,1,74.94807969154884,121.15370485150208
Station_117,2024-01-08,1,127.75747441174424,59.07295323776347
Station_117,2024-02-07,1,50.92256838738107,164.70390417848907
Station_118,2024-01-11,1,22.22767365216008,202.92466971981048
Station_118,2024-01-12,1,47.08633600039671,198.64986093493343
Station_118,2024-02-12,1,37.70311871847127,164.08036248878022
Station_119,2024-01-03,1,76.93342189972203,127.40521201951096
Station_119,2024-01-17,2,107.77585698456785,174.21795807241025
Station_119,2024-02-20,1,18.120951026827235,204.34879659417584
Station_12,2024-01-15,1,48.32460775397477,138.6982002566933
Station_12,2024-01-19,1,42.46618717006869,83.01397911807051
Station_12,2024-01-30,1,47.88862466678341,253.698344272452
Station_120,2024-01-07,1,65.04979561439833,206.2092147169421
Station_120,2024-01-21,1,67.45124177150385,50.97612677949741
Station_120,2024-02-10,1,65.93421330641783,198.20703238179456
Station_120,2024-02-24,1,39.73385254628378,74.95777744555878
Station_121,2024-01-12,1,51.62169093377357,78.21333486742843
Station_121,2024-01-18,1,65.75133335346975,52.574713792980106
Station_121,2024-02-02,1,54.48656320200461,96.5729192416894
Station_122,2024-01-18,1,30.184684241437047,178.28567848329
Station_122,2024-02-19,1,72.27855411576432,65.72126169951568
Station_123,2024-01-15,1,68.74906948767578,33.278230674123144
Station_123,2024-01-29,1,74.34970162186968,133.7171839633121
Station_124,2024-01-19,1,21.097847217832147,208.0837474720477
Station_124,2024-02-05,1,44.76974192287614,38.44172516415408
Station_125,2024-01-01,1,48.48248430757049,154.8555212404594
Station_125,2024-01-19,1,21.580915527008145,75.93142124334639
Station_126,2024-01-05,1,46.77551047348464,187.11050651165965
Station_127,2024-01-06,1,35.55367093393553,212.20524691152
Station_127,2024-01-27,1,45.07891731764474,144.05484409142431
Station_127,2024-01-28,1,59.15730847009105,172.01022891302327
Station_127,2024-02-10,1,54.31762293384593,220.72317978563296
Station_127,2024-02-11,1,28.215649389656605,144.4084154379552
Station_128,2024-02-08,1,9.889982502961283,96.82690033984234
Station_128,2024-02-24,1,63.65257024136892,224.4582221231696
Station_129,2024-01-02,1,31.68448458657448,146.38067628923363
Station_129,2024-01-11,1,49.62151165856079,223.8893072976604
Station_129,2024-01-21,1,41.95057477332522,61.25992882948746
Station_129,2024-02-15,1,36.46547333950338,72.54995201630851
Station_129,2024-02-16,1,24.775659394661684,52.68531706521224
Station_13,2024-01-06,1,33.88719708294054,217.5362911980533
Station_13,2024-01-25,1,73.31591786048328,173.8194406275723
Station_13,2024-01-26,1,55.39579143864877,135.18163774878653
Station_13,2024-02-24,2,89.96841986176076,149.41656794535902
Station_130,2024-01-03,1,77.86372676031044,55.074134836025856
Station_130,2024-01-06,1,15.660564019843829,188.43900975046975
Station_130,2024-01-07,1,10.2776080929522,141.69710110841095
Station_130,2024-01-14,1,57.819430587681474,130.22830283197942
Station_130,2024-01-19,1,53.83827205577136,56.8915790843449
Station_131,2024-01-10,1,49.186728304534114,114.753788860681
Station_131,2024-01-11,1,29.582840438091417,192.2323071865926
Station_132,2024-01-09,1,13.485195325551771,159.92210890446165
Station_132,2024-01-18,1,42.86561113214803,131.61088356103028
Station_132,2024-02-03,1,9.086246707562893,120.60344838468215
Station_133,2024-02-19,1,39.88426993608347,182.21458844010488
Station_134,2024-01-12,1,70.24471717977453,202.36431432630985
Station_134,2024-01-15,1,42.51736091943514,55.785879399886895
Station_134,2024-02-21,1,76.48074420185159,114.76346051302592
Station_135,2024-01-21,1,31.73110320047439,158.9389760473116
Station_135,2024-02-18,1,27.498043111589936,82.46978313377522
Station_137,2024-01-07,1,54.64087910335184,194.9797283439152
Station_138,2024-02-21,1,5.868319195612725,53.4437043058845
Station_139,2024-01-19,1,72.94802476319454,225.47717063347085
Station_139,2024-01-24,1,67.70594563751288,235.25167807373052
Station_14,2024-01-09,1,7.81642400450342,207.43195785383315
Station_14,2024-01-17,2,45.474065920654276,134.19813527773744
Station_14,2024-01-20,1,58.09105214274015,158.96418243711398
Station_140,2024-01-01,1,49.19642958971384,153.76903825610464
Station_140,2024-01-13,1,56.324648784145005,201.26597334674693
Station_140,2024-01-17,1,26.615202038752912,79.07505024305001
Station_140,2024-01-19,1,53.39924325525044,205.83087040228185
Station_140,2024-01-25,1,36.490277883670345,42.28525890367352
Station_140,2024-02-18,1,24.04346935025211,174.39231311561437
Station_141,2024-02-09,1,33.47231506142258,197.91496678782897
Station_141,2024-02-23,1,10.201613009568993,239.62154784608
Station_143,2024-01-16,1,28.1635456086215,137.47934346211105
Station_143,2024-01-28,2,117.21134117097226,159.7532763777093
Station_143,2024-02-01,1,43.99985930276914,213.478926832422
Station_144,2024-01-12,1,56.82135247009669,51.91278879836773
Station_144,2024-01-29,1,79.96222628140413,178.06678491859626
Station_145,2024-01-07,1,23.57128153810389,50.51767433122573
Station_145,2024-01-18,1,45.34396447469323,181.41441825357785
Station_145,2024-01-21,1,14.462719261155256,204.00728806624457
Station_145,2024-02-06,1,77.45420995738992,198.4957157063204
Station_145,2024-02-08,1,45.393753939065256,125.38326553150198
Station_145,2024-02-21,1,21.270741905550192,200.54136292561645
Station_146,2024-02-02,1,40.736704801536966,152.07152485618616
Station_146,2024-02-14,1,47.28525433337332,39.48522886447032
Station_146,2024-02-16,1,15.898734225246953,189.9119941293205
Station_146,2024-02-19,1,76.18778788307228,171.01430070681693
Station_147,2024-01-01,1,27.354317884610715,162.19716765205644
Station_147,2024-02-09,1,17.47337751568118,50.074684623566455
Station_148,2024-01-12,1,59.14827213488981,232.73402456455244
Station_148,2024-02-15,1,34.077999734831565,141.89322087564815
Station_149,2024-01-08,1,63.23651609867501,50.15070853878388
Station_149,2024-01-14,1,50.65984701352952,33.601852946288965
Station_149,2024-01-17,1,31.73575031358406,117.7174571025072
Station_149,2024-01-20,1,45.355066305111706,87.856684185719
Station_15,2024-01-05,1,17.704737472368393,207.75429245004935
Station_150,2024-01-02,1,27.60438468247694,57.42825960758782
Station_150,2024-02-03,1,25.71192392672169,138.5596630304776
Station_150,2024-02-18,1,19.721540010730703,88.99686205186593
Station_151,2024-01-04,1,30.651699818598622,61.72911999713102
Station_151,2024-01-27,1,21.86794779138668,203.0002095948737
Station_151,2024-01-29,1,52.53257448488719,45.00206043185395
Station_151,2024-02-06,1,56.52037667500273,137.81881606617972
Station_152,2024-01-08,1,47.3146093849059,58.13861814746266
Station_152,2024-02-14,1,47.23207084043696,218.6264360210096
Station_152,2024-02-22,1,37.51588423680197,47.82796143456376
Station_153,2024-02-11,1,6.443672288667047,158.07176505923007
Station_154,2024-01-03,1,16.41401693253662,102.1784893484798
Station_154,2024-01-10,2,88.79879653466931,38.29325841038194
Station_154,2024-01-12,1,12.132557803938544,160.48140449997433
Station_154,2024-01-17,1,74.2197558575455,169.7493226788329
Station_155,2024-01-06,1,71.18526462073517,85.53915308276933
Station_155,2024-01-09,1,75.18617180833594,217.39107874636971
Station_155,2024-01-16,1,10.386093782293678,74.55386521551614
Station_155,2024-02-23,1,67.61464385497968,235.60785994908343
Station_156,2024-01-26,1,44.06215479055562,162.85991330186394
Station_156,2024-02-10,1,65.03863434488625,207.5105026842272
Station_157,2024-01-09,1,12.128018048871455,58.81511051244511
Station_157,2024-01-12,1,63.59427153371392,200.0133268700061
Station_158,2024-01-05,1,50.90348235510272,217.27902607787144
Station_158,2024-02-14,1,44.36125627735559,172.1772076323307
Station_158,2024-02-17,1,77.12500791368723,74.01148120705095
Station_159,2024-02-18,1,68.45025675480477,131.16895091576205
Station_16,2024-01-01,1,34.256452908516025,183.93508512136825
Station_16,2024-01-27,1,21.47142841095029,186.973520735094
Station_16,2024-02-06,1,28.780491407276823,46.27871905652702
Station_161,2024-01-12,1,14.018823992805098,109.63450030948324
Station_161,2024-01-25,1,7.603711413792093,48.43160839121165
Station_161,2024-02-09,1,55.40858450740993,230.6101011603827
Station_162,2024-01-01,1,36.862139988267536,212.3771415789688
Station_162,2024-01-15,1,38.66237698854864,141.90347262391646
Station_162,2024-02-17,1,41.13168722967361,37.95781620563917
Station_162,2024-02-20,1,61.63104965912597,176.5749699413833
Station_165,2024-02-06,1,9.04773210705438,118.06286872444038
Station_166,2024-01-07,1,52.884130298910776,76.61895945398487
Station_166,2024-02-01,1,41.76664809903056,275.561434641722
Station_166,2024-02-09,1,40.85727641136661,152.37200652962233
Station_166,2024-02-18,1,20.79343928787075,88.2401832704064
Station_167,2024-01-20,1,65.89861180142826,129.3119493521691
Station_167,2024-02-17,1,50.5305305671186,61.73313882160383
Station_168,2024-01-08,1,71.14274635725945,103.50816929105012
Station_168,2024-02-04,1,54.91320565679101,122.42738783749812
Station_168,2024-02-22,1,20.79043601283822,194.84775460905087
Station_169,2024-01-04,2,80.4977270833066,216.1840109610436
Station_169,2024-01-18,1,25.1008625389698,226.5182049714704
Station_169,2024-01-28,1,50.16265770416625,217.6413003818073
Station_17,2024-01-09,1,38.50773758511891,58.58865247360738
Station_17,2024-01-17,1,13.726133739305284,370.5849935806417
Station_17,2024-02-13,2,36.6768085787807,229.82220074167458
Station_17,2024-02-14,1,69.13309024823164,180.46037305192945
Station_17,2024-02-19,1,18.01705100546142,147.69622295724938
Station_17,2024-02-21,1,94.36532940921012,134.6053084494311
Station_170,2024-01-05,1,27.42595097070096,54.66910745730039
Station_170,2024-02-02,1,48.14596961410625,172.04180957577125
Station_170,2024-02-03,1,8.918418777562092,93.41620174800408
Station_171,2024-01-31,1,16.497212038654055,108.68130686681626
Station_171,2024-02-09,1,56.06964024826272,215.45400028560715
Station_171,2024-02-23,1,49.53480945615692,48.317069156761775
Station_172,2024-01-24,1,75.62248861139022,104.83677459741804
Station_172,2024-02-12,1,69.8745479772151,120.8776825133099
Station_174,2024-01-10,1,35.348377133007446,188.0128213540912
Station_174,2024-02-03,1,12.814363147239058,155.31211083843132
Station_175,2024-01-23,1,13.876557599494063,129.87125604087794
Station_176,2024-01-07,1,74.28073484499863,63.68066810717098
Station_176,2024-02-21,1,5.995140564565627,238.61822301233923
Station_176,2024-02-22,1,49.48345837435455,103.93606075991067
Station_177,2024-01-10,1,37.928111661586094,102.79449071227047
Station_177,2024-02-04,1,58.55989952016146,140.3409060381147
Station_178,2024-01-28,1,39.67713381108,236.67685187416615
Station_178,2024-02-19,1,13.003539499532652,102.28040294497518
Station_178,2024-02-20,1,52.28437229318183,106.36841400963742
Station_179,2024-02-08,1,73.62743176033132,57.74066436303545
Station_179,2024-02-17,1,76.16478844210974,148.524614357226
Station_179,2024-02-20,1,39.97272424864232,41.64779642566037
Station_18,2024-01-15,1,60.96907588597162,149.81761086558856
Station_18,2024-01-22,1,6.538370226754212,28.58933150966944
Station_18,2024-01-23,1,44.90995546867643,53.63644654675832
Station_18,2024-01-26,1,13.116998507416143,212.27239168659196
Station_18,2024-02-11,1,8.823831028083502,203.6963008785471
Station_18,2024-02-16,1,59.19854015458014,204.283685726533
Station_180,2024-01-04,1,68.57302471319414,175.8234387707818
Station_180,2024-01-15,1,65.54082473190631,69.63928036616183
Station_180,2024-01-22,1,61.68434321639767,40.45805940781912
Station_180,2024-01-23,1,46.21171801338653,204.78995953305244
Station_180,2024-02-23,1,85.03985430629427,222.5030782668688
Station_181,2024-01-01,1,19.12887570011548,147.15916355020693
Station_181,2024-01-10,1,20.46478094414017,218.82051057345345
Station_181,2024-01-16,1,7.668660934509698,44.99425222825046
Station_181,2024-01-28,1,76.06503880500838,223.4621111488159
Station_181,2024-01-31,1,51.16176878981536,115.47435214006272
Station_181,2024-02-24,1,6.432324170240332,55.81435848679157
Station_182,2024-01-26,1,19.362005744810176,152.17496050085035
Station_182,2024-01-30,1,8.115370261050328,118.68885461162904
Station_182,2024-02-01,1,74.107522176834,133.47968903980893
Station_182,2024-02-10,1,75.52338506958138,199.615030202766
Station_183,2024-01-08,1,21.82050636814289,51.39703566071314
Station_183,2024-01-14,1,103.81260559148436,211.52672812405496
Station_185,2024-01-03,1,17.769436409407696,198.8447857990175
Station_185,2024-02-05,1,47.99575165649026,161.4762311217877
Station_185,2024-02-09,1,6.623592694043594,162.01275357959844
Station_185,2024-02-18,1,74.70693087698855,220.8895788182904
Station_186,2024-01-24,1,60.939817877399975,108.74835043878385
Station_186,2024-01-26,1,35.327332248586075,88.29862562188006
Station_186,2024-02-06,1,54.884964513779416,182.1682730700544
Station_187,2024-01-06,1,6.189015903017523,77.51128269989235
Station_187,2024-01-14,1,26.34468459019388,118.32402057294776
Station_188,2024-01-27,1,66.89909636313753,166.1691278578643
Station_188,2024-02-15,1,36.70152016311202,112.34938427439148
Station_189,2024-01-11,1,56.35798687093989,192.6555687694752
Station_189,2024-01-21,1,11.48343148800489,217.29227658772703
Station_189,2024-01-29,1,39.223093374363,184.1127183146967
Station_19,2024-01-09,1,28.22969163134975,73.12137466120186
Station_19,2024-01-16,1,6.9381938340043,197.4577608549822
Station_19,2024-01-19,1,74.54048485931233,215.4647923748797
Station_19,2024-02-07,1,14.10985781803456,56.20326425201466
Station_19,2024-02-11,1,5.602389790671721,194.8498266289525
Station_19,2024-02-13,1,17.53493129851908,223.10736119078985
Station_191,2024-01-05,1,13.262909019022482,184.14091362591697
Station_191,2024-02-12,1,56.19836617198485,10.94877401996616
Station_192,2024-01-03,1,65.98624912728606,198.82814146297093
Station_192,2024-01-15,1,67.22515101988213,30.27607302043155
Station_192,2024-01-16,1,1.356731546885289,94.2722751142804
Station_193,2024-02-08,1,18.30737391871987,406.38571964429286
Station_193,2024-02-11,1,53.95698169820941,224.22317364101616
Station_194,2024-01-24,1,8.383690895109462,120.0160465635302
Station_194,2024-02-07,1,13.089183211513587,44.99878192914307
Station_194,2024-02-18,1,62.26265635402747,102.27609546524208
Station_195,2024-02-05,1,76.44990710737748,136.36418020286132
Station_196,2024-02-14,2,80.27583454840102,128.70917144895904
Station_196,2024-02-19,1,59.126629342112274,145.28467334708918
Station_197,2024-01-19,1,46.5117702649118,168.56079726049256
Station_197,2024-01-30,1,21.308572550577523,224.11812973559236
Station_197,2024-02-14,1,75.57096449529908,154.46713394595886
Station_198,2024-01-02,1,16.136238725396332,78.41563630477705
Station_198,2024-01-28,1,51.14211521001526,106.85724921058949
Station_198,2024-02-11,1,26.510946858011508,188.9152064294817
Station_198,2024-02-12,1,79.24854612418856,106.42311112893988
Station_198,2024-02-20,1,71.8059193887291,224.17597049742284
Station_199,2024-01-06,1,65.48719595789339,123.97688279413138
Station_199,2024-01-12,1,6.479430984738162,128.01021770481944
Station_199,2024-02-04,1,71.16250433532748,72.15643932560121
Station_2,2024-01-01,1,24.726937680708804,207.5208167263469
Station_2,2024-01-13,1,5.3378360735216495,80.83861991995605
Station_2,2024-01-19,1,9.737039612310449,184.21843052212253
Station_20,2024-01-20,1,34.80201788379793,51.12298788529102
Station_200,2024-01-11,1,59.781219876480165,230.37269058317705
Station_200,2024-01-12,1,58.151062888392886,119.17523397490042
Station_200,2024-01-22,1,56.888515995947614,180.17128114011808
Station_200,2024-01-31,1,76.46827351726323,220.87103793947995
Station_200,2024-02-17,1,45.45344885211073,86.46545357866022
Station_201,2024-02-12,1,26.30453465597864,215.0704815753436
Station_201,2024-02-17,1,76.03768937793197,131.8230096654033
Station_203,2024-01-06,1,48.28787199679972,124.41318581347346
Station_203,2024-01-08,1,33.098691426112154,130.93035405949522
Station_203,2024-02-15,1,41.65484517329656,8.40179937762195
Station_204,2024-01-05,1,29.16952953646135,110.2441215469989
Station_204,2024-01-27,1,47.49230024226053,204.61803637231372
Station_204,2024-02-14,1,28.25303140485608,54.5181231031818
Station_204,2024-02-18,1,38.69718656721909,33.00106170854707
Station_205,2024-01-09,1,78.64289917152071,36.53850496541961
Station_205,2024-01-14,1,64.52243106916856,103.49947980009983
Station_205,2024-02-21,1,33.67446234201802,120.53236234256286
Station_206,2024-01-01,1,18.20619747737872,158.9181268636618
Station_206,2024-02-07,1,51.737131530843484,81.31711799081843
Station_206,2024-02-18,1,55.46883682152323,212.4227407263388
Station_207,2024-02-06,1,58.11274413766781,154.33350462853252
Station_208,2024-01-03,1,59.25460166411963,76.77724175747782
Station_208,2024-01-05,1,26.8691096120868,147.8210963000146
Station_208,2024-01-25,1,75.40700953728192,189.26919239858375
Station_209,2024-01-05,1,61.697438669843606,151.53078222394996
Station_209,2024-01-06,1,24.84871287490711,199.10209826232207
Station_21,2024-02-10,1,79.3573768668566,201.95954176024577
Station_210,2024-01-25,1,47.18840893514874,199.80768670098587
Station_210,2024-02-14,1,34.79054782301729,108.83299633674636
Station_211,2024-01-02,1,60.06708508895625,59.94601130423499
Station_211,2024-02-12,1,44.01595165676219,79.45861783622246
Station_211,2024-02-14,1,54.96447201998234,211.37625639056537
Station_211,2024-02-15,1,57.896271802948434,104.02887681114558
Station_211,2024-02-21,1,66.17819525015547,195.8961253556618
Station_211,2024-02-22,1,54.54859168539257,96.194067903831
Station_212,2024-01-08,1,8.349591228417406,138.7605037344601
Station_212,2024-01-13,1,37.6423038507068,160.0208985703299
Station_212,2024-01-20,1,67.41433642306683,182.6319145999697
Station_213,2024-01-23,1,4.288320356345183,147.5913695381915
Station_213,2024-02-15,1,21.847908232183183,196.54296138974505
Station_214,2024-01-18,1,72.09484050132289,121.36909460690016
Station_214,2024-02-05,1,51.492346382026085,234.6947582613393
Station_214,2024-02-15,1,24.23053686415175,56.04062887106993
Station_214,2024-02-20,1,49.66092549992548,215.4144849679212
Station_215,2024-01-06,1,15.010165946159637,38.9205409926782
Station_215,2024-02-01,1,76.58011323732995,160.68579246573432
Station_215,2024-02-04,1,16.111111317085957,63.66162950237402
Station_216,2024-01-13,1,46.45478115373152,236.1942322340472
Station_216,2024-01-20,1,18.869451407961307,239.1275763604173
Station_216,2024-02-04,1,47.20021555132315,248.7898770112945
Station_216,2024-02-14,1,25.36585765013293,33.60111234385585
Station_216,2024-02-24,1,35.7622826922978,115.58221983226544
Station_217,2024-01-10,1,52.05474164868848,176.13655511249948
Station_217,2024-02-18,1,76.68731222622425,43.79297548809963
Station_218,2024-02-03,1,10.241885891596077,83.68482615484278
Station_219,2024-01-03,1,74.99970643372605,114.67818926296708
Station_219,2024-01-29,1,53.104493654248735,111.485799851718
Station_219,2024-02-10,1,39.18998751353248,163.7113774786423
Station_219,2024-02-21,1,60.68153839035487,132.90892923561125
Station_22,2024-02-23,1,61.93297987243194,166.12597655452433
Station_220,2024-01-22,1,16.080974332847084,196.13396482230232
Station_220,2024-01-30,1,42.74479256756108,70.80975008748972
Station_220,2024-02-16,1,18.1024722667836,116.0813075153791
Station_220,2024-02-17,1,77.69304556526747,217.46230720242932
Station_221,2024-01-29,1,45.47118879513778,177.46480736574816
Station_221,2024-02-01,1,38.711207157580986,178.05361460473264
Station_221,2024-02-09,1,42.95272026706106,96.89993893396633
Station_222,2024-01-15,1,10.450657832354688,85.69777402951046
Station_223,2024-01-09,1,28.98835178470727,196.54512699792608
Station_223,2024-01-18,1,32.491515817951985,46.558296419831336
Station_224,2024-01-04,1,65.431016913359,55.76919322533804
Station_226,2024-01-05,1,15.91756323749268,200.9034390207279
Station_226,2024-01-24,1,49.8977884122396,144.09036989983233
Station_226,2024-01-31,1,17.929285125178676,177.8724976656635
Station_226,2024-02-02,1,20.51871405095877,218.794982714807
Station_227,2024-02-11,1,46.61987332807575,93.7672656048962
Station_227,2024-02-24,1,9.209067930589208,144.97257096138895
Station_228,2024-01-05,1,71.47764853216556,39.15493357644482
Station_228,2024-01-19,1,65.18392768549774,144.5002266927999
Station_228,2024-01-28,1,58.19728526882489,105.7228450835318
Station_229,2024-01-07,1,41.08911136063269,313.22156251346627
Station_229,2024-01-24,1,11.75852247006084,182.53497371995732
Station_229,2024-01-25,1,46.29599734888577,129.23143341528916
Station_23,2024-01-02,1,68.17785003637414,194.5467634949095
Station_23,2024-01-16,1,13.280712325754468,105.6864793337684
Station_231,2024-02-08,2,45.970329518791765,131.31841149814358
Station_232,2024-01-23,1,51.87067063305462,231.64330350915932
Station_232,2024-02-04,1,64.04377270020223,31.82515937354591
Station_232,2024-02-23,1,27.99720488584749,106.11728464828454
Station_233,2024-01-12,1,19.9168777203513,168.31072688224984
Station_233,2024-02-11,1,49.363214910123695,73.57023880785889
Station_234,2024-01-14,1,76.70996422567768,163.0862596082008
Station_234,2024-01-23,1,46.76604426109744,53.85649758953572
Station_234,2024-02-03,1,31.18702899243124,111.62660054358656
Station_235,2024-02-18,1,35.84413909327468,227.6993749154072
Station_236,2024-01-20,1,44.72944867558798,81.28293936946925
Station_237,2024-01-29,2,38.79693453694479,103.81930982799787
Station_237,2024-02-11,2,102.89932870593938,173.59573653074096
Station_238,2024-01-15,1,40.161421851143096,151.07843231874745
Station_238,2024-01-18,1,76.4481598100646,150.90742423280807
Station_238,2024-02-10,1,60.38629791395793,207.61557801092437
Station_239,2024-01-02,1,19.473800595427143,86.13196723606595
Station_239,2024-02-04,1,67.88757428323595,116.72010818107236
Station_24,2024-02-22,1,11.321914132806013,109.30858128633749
Station_240,2024-01-20,1,63.29716818793051,50.01267503906287
Station_240,2024-01-28,1,19.146538928197334,168.249094813861
Station_241,2024-02-23,1,34.54134762062127,152.3506952174317
Station_242,2024-01-20,1,36.3229254401527,120.32483745761505
